player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mfv_media_3y,mv_storica,mfv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,predicted_pts_p10,predicted_pts_p50,predicted_pts_p90,pts_volatility_spread,vorp_points,target_price_500,target_price_1000,clearing_price_1000,clearing_price_500,target_flags,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr
Fadera,C,W,CAG,2,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.947,6.163,5.96,6.17,0.04,,0.632,0.062,0.083,0.125,0.0,2.0,2.174,2.117,0.143,0.146,0.143,1.413,0.9604,1.472,92,5,0,0.358,0,2,33,False,0.0,0.4765,0.5035,49.0,138.1,208.8,159.8,0.0,2,12,1,1,floor_qi;clearing_observed(asta_xlsx),12,2,11
De Roon,C,M;C,ROM,4,1.0,6.0,0.5,0.0,0.0,0.0,10,10.0,6.03,6.172,6.014,6.112,0.069,0.0069,0.882,0.06,0.063,0.23,0.006,4.0,0.935,1.938,0.031,0.061,0.031,0.515,1.0268,2.203,72,4,1,0.58,0,1,12,False,0.0,0.476,0.5214,77.2,164.3,216.0,138.8,0.0,4,11,1,1,fade(1.06);clearing_observed(asta_xlsx),11,4,10
Koopmeiners,C,C;T,JUV,7,1.5,6.0,0.5,0.0,0.0,0.0,15,5.0,5.88,6.16,6.136,6.646,0.289,-0.17,0.8,0.191,0.099,0.158,0.026,4.0,3.608,4.172,0.209,0.161,0.165,1.771,1.0076,1.992,153,8,0,0.595,0,2,20,False,0.0,0.4759,0.5225,61.5,164.9,220.2,158.7,0.0,8,18,75,38,fade(1.20);clearing_observed(asta_xlsx),18,8,-57
Musah,C,C;W,MIL,3,1.5,6.0,0.5,0.0,0.0,0.0,15,3.0,5.853,5.912,5.85,5.873,0.113,0.01,0.588,0.015,0.045,0.164,0.0,3.0,1.348,1.428,0.099,0.106,0.099,1.068,1.0464,2.419,49,6,0,0.191,2,0,180,True,1.0,0.4759,0.4899,91.0,177.3,221.8,130.8,10.8,3,14,2,1,thin_prior_sample_no_fade;team_discount(MIL);clearing_observed(historical),14,3,12
Ekhator,A,A,JUV,3,1.0,6.0,0.5,0.0,0.0,0.0,10,2.0,5.93,6.22,5.915,6.19,0.045,,0.526,0.1,0.025,0.1,0.0,2.0,2.568,1.122,0.245,0.122,0.245,1.629,1.0076,1.992,57,5,0,0.222,0,1,0,False,0.0,0.4759,0.4923,44.4,123.3,220.4,176.0,0.0,3,10,10,3,fade(0.97),10,3,0
Kabasele,D,Dc,UDI,4,1.2,6.0,0.5,0.0,0.0,0.0,12,3.0,5.895,6.13,5.857,6.067,0.095,0.115,0.474,0.114,0.0,0.114,0.0,3.0,1.747,0.339,0.102,0.021,0.102,0.629,0.965,1.523,14,2,0,0.054,0,0,0,False,0.0,0.4757,0.4796,38.8,119.8,208.7,169.9,0.0,3,10,6,3,fade(0.86);clearing_observed(historical),10,3,4
Kamara H.,D,Ds;E,UDI,9,1.2,6.0,0.5,0.0,0.0,0.0,12,3.0,5.927,5.962,5.957,6.0,0.076,-0.09,0.763,0.023,0.069,0.172,0.0,3.0,1.117,2.894,0.061,0.126,0.061,0.858,0.965,1.523,85,8,0,0.331,2,0,180,True,1.0,0.4755,0.5003,94.5,167.1,214.4,119.9,5.2,9,12,9,4,fade(0.96);clearing_observed(historical),12,9,3
Ndour,C,C,FIO,7,2.2,6.0,0.5,0.0,0.0,0.0,22,2.0,5.77,5.927,5.755,5.855,0.045,,0.487,0.1,0.0,0.067,0.0,2.0,1.792,0.174,0.109,0.014,0.109,1.109,1.0124,2.045,3,2,0,0.012,2,0,152,True,1.0,0.4753,0.4762,77.6,169.4,222.3,144.7,2.9,7,23,8,4,fade(1.04);clearing_observed(historical),23,7,15
Mitaj,D,Ds;E,GEN,4,1.0,6.0,0.5,0.0,0.0,0.0,10,,,,,,,,,,,,,,,,,,,,0.9593,1.46,87,6,0,0.338,0,2,0,False,0.0,0.475,0.5004,66.0,141.7,211.9,145.9,0.0,4,10,4,2,no_prior_data;clearing_observed(historical),10,4,6
Tchato,D,Dd;E,FRO,3,0.8,6.0,0.5,0.0,0.0,0.0,8,,,,,,,,,,,,,,,,,,,,0.9827,1.718,89,4,0,0.346,0,0,0,False,0.0,0.475,0.501,66.0,141.7,211.9,145.9,0.0,3,8,8,3,no_prior_data,8,3,0
Montipò,P,Por,VEN,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,6.2,4.94,6.2,4.94,0.0,,0.921,0.0,0.029,0.0,0.0,4.0,,0.058,0.0,0.002,0.0,0.0,0.9494,1.351,91,4,1,0.654,0,2,0,False,0.0,0.4748,0.5264,37.5,153.0,190.8,153.3,7.8,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1
Masini,C,M;C,FRO,3,0.8,6.0,0.5,0.0,0.0,0.0,8,2.0,6.007,5.99,6.02,6.035,0.04,,0.513,0.026,0.026,0.179,0.0,2.0,1.499,0.746,0.076,0.046,0.076,0.805,0.9827,1.718,41,4,0,0.159,1,1,121,True,0.5,0.4744,0.486,102.2,171.0,216.2,114.0,4.5,3,8,8,3,thin_prior_sample_no_fade,8,3,0
Perrone,C,M;C,COM,10,3.4,6.0,0.5,0.0,0.0,0.0,34,2.0,6.127,6.293,6.08,6.205,0.14,,0.803,0.049,0.115,0.23,0.0,2.0,1.973,2.248,0.067,0.087,0.067,0.545,1.0068,1.982,82,4,1,0.619,1,1,69,True,0.5,0.4744,0.523,82.2,182.0,227.1,144.9,15.5,9,32,26,13,fade(0.93);clearing_observed(historical),32,9,6
Birindelli,D,Dd;Ds;E,MON,4,1.2,6.0,0.5,0.0,0.0,0.0,12,3.0,5.947,6.1,5.927,6.003,0.071,0.06,0.719,0.037,0.024,0.207,0.0,3.0,1.532,2.015,0.078,0.111,0.078,0.994,0.9337,1.178,107,6,0,0.416,2,0,174,True,1.0,0.4742,0.5058,100.1,165.7,211.7,111.6,3.8,4,12,4,2,no_prior_data;clearing_observed(historical),12,4,8
Taylor K.,C,C;T,LAZ,13,5.3,6.0,0.5,0.0,0.0,0.0,53,1.0,6.06,6.56,6.06,6.56,0.0,,0.447,0.176,0.118,0.294,0.0,1.0,2.089,1.084,0.133,0.069,0.133,1.016,0.9953,1.856,44,6,0,0.171,2,0,180,True,1.0,0.4737,0.4862,96.1,202.0,222.8,126.7,35.5,13,53,27,14,thin_prior_sample_no_fade;clearing_observed(historical),53,13,26
Elmas,C,W;T,ATA,7,2.2,6.0,0.5,0.0,0.0,0.0,22,7.0,5.94,6.42,6.004,6.419,0.122,-0.005,0.586,0.116,0.082,0.136,0.007,4.0,2.372,1.272,0.181,0.097,0.167,1.613,1.0354,2.298,78,6,0,0.303,0,2,42,False,0.0,0.4737,0.4963,47.0,134.7,223.2,176.2,0.0,8,24,3,2,fade(1.07);clearing_observed(asta_xlsx),24,8,21
Celik,D,B;Dd;E,JUV,8,1.6,6.0,0.5,0.0,0.0,0.0,16,4.0,5.998,6.038,5.92,5.902,0.153,0.094,0.625,0.011,0.053,0.137,0.0,4.0,1.111,1.733,0.036,0.087,0.036,0.529,1.0076,1.992,60,10,0,0.233,2,0,159,True,1.0,0.4737,0.4909,80.8,174.2,215.1,134.3,12.3,7,13,17,9,fade(0.84);clearing_observed(historical),13,7,-4
Akanji,D,Dc,INT,15,4.7,6.0,0.5,0.0,0.0,0.0,47,1.0,6.28,6.41,6.28,6.41,0.0,,0.842,0.062,0.0,0.125,0.0,1.0,2.299,0.326,0.074,0.01,0.074,0.736,1.1,3.009,112,6,1,0.736,2,0,143,True,1.0,0.4734,0.5322,78.6,164.4,229.0,150.4,2.5,12,38,15,8,fade(0.80);clearing_observed(asta_xlsx),38,12,23
Gatti,D,Dc,JUV,4,1.0,6.0,0.5,0.0,0.0,0.0,10,4.0,6.012,6.198,5.998,6.087,0.083,0.017,0.605,0.076,0.0,0.174,0.0,4.0,2.913,0.964,0.138,0.047,0.138,1.06,1.0076,1.992,108,8,0,0.42,0,1,0,False,0.0,0.4726,0.5044,46.1,121.9,200.5,154.4,0.0,4,10,18,9,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),10,4,-8
Casadei,C,C;T,TOR,9,2.7,6.0,0.5,0.0,0.0,0.0,27,3.0,4.995,5.315,4.0,4.24,2.829,2.985,0.618,0.149,0.021,0.128,0.0,2.0,3.518,1.1,0.177,0.066,0.177,1.47,0.9571,1.436,3,2,0,0.012,1,0,70,True,0.5,0.4724,0.4733,68.8,141.5,206.4,137.6,0.0,8,25,40,20,fade(0.94);clearing_observed(asta_xlsx),25,8,-15
Konè I.,C,C,SAS,8,2.0,6.0,0.5,0.0,0.0,0.0,20,1.0,6.19,6.63,6.19,6.63,0.0,,0.921,0.171,0.0,0.086,0.0,1.0,5.083,1.76,0.164,0.057,0.164,0.741,0.9714,1.594,250,6,1,1.0,0,0,0,False,0.0,0.4724,0.5558,75.8,172.1,240.3,164.5,5.6,7,18,2,1,fade(0.89);clearing_observed(historical),18,7,16
Terracciano,P,Por,MIL,1,0.1,6.0,0.5,0.0,0.0,0.0,1,8.0,6.102,5.6,6.171,5.327,0.151,-0.0394,0.395,0.0,0.0,0.043,0.0,4.0,1.273,0.801,0.046,0.051,0.046,0.473,1.0464,2.419,12,2,0,0.047,0,1,0,False,0.0,0.4723,0.4757,21.7,91.6,182.2,160.5,0.0,1,1,1,1,floor_qi;team_discount(MIL);clearing_observed(asta_xlsx),1,1,0
Zalewski,C,W,ATA,7,1.8,6.0,0.5,0.0,0.0,0.0,18,6.0,6.027,6.232,5.96,6.225,0.103,0.0246,0.518,0.043,0.077,0.094,0.0,4.0,1.897,2.826,0.089,0.167,0.089,1.377,1.0354,2.298,54,7,0,0.21,1,1,95,True,0.5,0.4723,0.4877,76.4,165.6,228.8,152.4,0.0,7,17,12,6,fade(0.95);clearing_observed(asta_xlsx),17,7,5
Sabelli,D,Dd;Ds;E,GEN,2,0.5,6.0,0.5,0.0,0.0,0.0,5,6.0,5.848,5.77,5.843,5.83,0.068,-0.0029,0.544,0.0,0.055,0.118,0.0,3.0,0.394,1.618,0.023,0.08,0.023,0.377,0.9593,1.46,17,3,0,0.066,0,2,0,False,0.0,0.4722,0.4769,40.0,115.8,200.3,160.3,0.0,2,5,2,1,floor_qi;clearing_observed(historical),5,2,3
Terracciano F.,D,B;Dd;Ds,MIL,2,0.4,6.0,0.5,0.0,0.0,0.0,4,4.0,5.815,5.753,5.885,5.853,0.132,-0.084,0.487,0.03,0.03,0.149,0.0,4.0,1.273,0.801,0.046,0.051,0.046,0.473,1.0464,2.419,12,2,0,0.047,0,2,0,False,0.0,0.4718,0.4751,40.4,113.3,190.6,150.2,0.0,2,4,1,1,floor_qi;team_discount(MIL);clearing_observed(asta_xlsx),4,2,3
Doig,D,Ds;E,SAS,5,1.0,6.0,0.5,0.0,0.0,0.0,10,3.0,5.877,5.89,5.913,6.017,0.111,-0.11,0.667,0.026,0.079,0.171,0.0,3.0,0.776,1.412,0.042,0.069,0.042,0.689,0.9714,1.594,67,4,0,0.261,2,0,151,True,1.0,0.4718,0.491,90.0,161.3,216.0,126.0,0.0,5,10,8,4,fade(1.00);clearing_observed(asta_xlsx),10,5,2
Akinsanmiro,C,C,MON,7,1.1,6.0,0.5,0.0,0.0,0.0,11,1.0,5.8,5.8,5.8,5.8,0.0,,0.605,0.0,0.043,0.087,0.0,1.0,1.113,1.643,0.069,0.103,0.069,0.812,0.9337,1.178,36,4,0,0.14,0,1,36,False,0.0,0.4715,0.4816,44.7,124.3,207.9,163.2,0.0,7,11,2,1,thin_prior_sample_no_fade;clearing_observed(historical),11,7,9
Nicolussi Caviglia,C,M;C,PAR,6,1.6,6.0,0.5,0.0,0.0,0.0,16,7.0,5.998,6.187,4.249,4.351,2.69,0.6425,0.405,0.072,0.101,0.159,0.0,4.0,1.194,1.237,0.059,0.086,0.059,1.41,0.9545,1.408,0,0,0,0.0,0,0,0,False,0.0,0.4709,0.4709,42.0,121.1,199.9,157.9,0.0,6,16,2,1,thin_prior_sample_no_fade;clearing_observed(historical),16,6,14
Winks,C,M;C,CAG,6,1.5,6.0,0.5,0.0,0.0,0.0,15,1.0,5.78,5.72,5.78,5.72,0.0,,0.526,0.0,0.0,0.1,0.0,1.0,0.422,0.979,0.022,0.051,0.022,0.732,0.9604,1.472,0,0,0,0.0,2,0,147,True,1.0,0.4708,0.4708,62.4,171.2,219.7,157.3,4.7,6,15,3,2,no_prior_data;clearing_observed(historical),15,6,12
Smolcic I.,D,Dd;E,COM,4,1.0,6.0,0.5,0.0,0.0,0.0,10,2.0,5.91,5.81,5.885,5.795,0.075,,0.434,0.0,0.04,0.32,0.0,2.0,1.013,0.79,0.074,0.061,0.074,0.74,1.0068,1.982,0,0,0,0.0,0,2,33,False,0.0,0.4705,0.4705,39.2,105.1,186.3,147.1,0.0,4,10,2,1,fade(0.97);clearing_observed(historical),10,4,8
Colpani,C,T,MON,9,1.5,6.0,0.5,0.0,0.0,0.0,15,3.0,5.988,6.43,6.037,6.527,0.165,-0.145,0.754,0.163,0.058,0.035,0.0,3.0,3.752,3.17,0.186,0.167,0.186,2.189,0.9337,1.178,85,3,1,0.631,2,0,154,True,1.0,0.4704,0.5196,59.7,145.2,230.7,171.0,0.0,9,15,5,3,no_prior_data;clearing_observed(historical),15,9,10
Pongracic,D,Dc,FIO,4,0.8,6.0,0.5,0.0,0.0,0.0,8,4.0,5.86,5.687,5.907,5.755,0.066,-0.057,0.638,0.0,0.0,0.239,0.0,4.0,0.544,0.427,0.022,0.018,0.022,0.271,1.0124,2.045,59,3,0,0.229,1,1,61,True,0.5,0.4698,0.4865,62.7,166.9,205.7,143.0,5.0,4,8,2,1,fade(1.03);clearing_observed(asta_xlsx),8,4,6
Pellegrini Lu.,D,Ds;E,LAZ,2,0.7,6.0,0.5,0.0,0.0,0.0,7,8.0,5.917,5.902,5.94,5.846,0.18,0.0055,0.431,0.016,0.094,0.312,0.0,4.0,5.068,3.937,0.278,0.186,0.215,2.2,0.9953,1.856,99,13,0,0.385,0,0,0,False,0.0,0.4696,0.4984,44.6,119.5,188.1,143.5,0.0,2,7,2,1,floor_qi;clearing_observed(historical),7,2,5
Bellanova,D,Dd;E,ATA,6,1.7,6.0,0.5,0.0,0.0,0.0,17,7.0,5.947,6.055,5.117,5.19,2.092,0.4236,0.596,0.015,0.133,0.096,0.0,4.0,1.215,3.886,0.062,0.188,0.062,0.822,1.0354,2.298,71,3,0,0.276,0,2,12,False,0.0,0.4695,0.4898,59.8,134.3,209.1,149.3,0.0,6,17,56,28,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),17,6,-39
Fagioli,C,M;C,FIO,7,2.0,6.0,0.5,0.0,0.0,0.0,20,7.0,5.998,6.17,4.306,4.444,2.724,0.8568,0.468,0.075,0.1,0.15,0.0,4.0,1.295,2.637,0.073,0.157,0.073,1.1,1.0124,2.045,33,4,0,0.128,1,1,90,True,0.5,0.469,0.4782,86.1,171.3,220.3,134.2,4.8,7,20,9,4,fade(1.00);clearing_observed(historical),20,7,11
Skorupski,P,Por,BOL,10,3.2,6.0,0.5,0.0,0.0,0.0,32,11.0,6.18,5.208,6.2,5.025,0.127,-0.0124,0.766,0.0,0.0,0.063,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,1.004,1.952,131,7,0,0.509,2,0,180,True,1.0,0.4688,0.5075,65.6,139.8,193.6,128.0,0.0,10,32,26,13,goalkeeper_no_fade;clearing_observed(asta_xlsx),32,10,6
Franjic,D,B;Ds;E,VEN,3,0.7,6.0,0.5,0.0,0.0,0.0,7,,,,,,,,,,,,,,,,,,,,0.9494,1.351,110,6,0,0.428,2,0,134,True,1.0,0.4686,0.5007,77.6,164.6,214.0,136.4,2.7,3,7,7,3,no_prior_data,7,3,0
Ngonge,A,A,MON,5,1.3,6.0,0.5,0.0,0.0,0.0,13,4.0,5.85,6.033,5.938,6.315,0.158,-0.105,0.421,0.19,0.069,0.172,0.0,4.0,2.51,0.982,0.268,0.096,0.268,3.012,0.9337,1.178,28,5,0,0.109,0,0,0,False,0.0,0.4686,0.4764,46.4,121.2,198.9,152.5,0.0,5,13,1,1,thin_prior_sample_no_fade;clearing_observed(asta_xlsx),13,5,12
Adopo,C,M;C,CAG,7,1.3,6.0,0.5,0.0,0.0,0.0,13,4.0,5.83,5.91,5.832,5.885,0.051,-0.003,0.526,0.028,0.028,0.097,0.0,4.0,1.684,1.262,0.062,0.078,0.062,0.789,0.9604,1.472,38,4,0,0.148,2,0,180,True,1.0,0.4681,0.4787,76.2,175.9,223.4,147.2,9.4,8,14,1,1,fade(1.10);clearing_observed(asta_xlsx),14,8,13
De Silvestri,D,Dd;E,BOL,1,0.4,6.0,0.5,0.0,0.0,0.0,4,11.0,6.023,6.107,5.946,6.138,0.13,0.0057,0.562,0.08,0.053,0.111,0.0,4.0,0.396,0.181,0.07,0.023,0.07,0.56,1.004,1.952,64,8,0,0.249,0,2,0,False,0.0,0.4678,0.4859,44.2,125.5,205.4,161.2,0.0,1,4,4,1,floor_qi,4,1,0
Nzola,A,Pc,CAG,4,1.0,6.0,0.5,0.0,0.0,0.0,10,6.0,3.937,4.145,4.998,5.597,2.242,-0.554,0.674,0.258,0.07,0.148,0.078,3.0,7.183,1.914,0.381,0.091,0.297,2.116,0.9604,1.472,0,0,0,0.0,0,0,0,False,0.0,0.4673,0.4673,45.8,126.8,231.0,185.2,0.0,4,10,13,6,fade(0.97);clearing_observed(asta_xlsx),10,4,-3
Vojvoda,D,Dd;E,UDI,9,1.9,6.0,0.5,0.0,0.0,0.0,19,6.0,5.977,6.125,5.907,6.052,0.109,0.04,0.658,0.033,0.107,0.14,0.0,4.0,1.007,3.004,0.056,0.166,0.056,0.815,0.965,1.523,88,10,0,0.342,2,0,175,True,1.0,0.4673,0.4926,85.3,177.7,217.8,132.5,15.8,8,16,20,10,fade(0.85);clearing_observed(asta_xlsx),16,8,-4
Dominguez B.,C,W;A,SAS,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,5.98,6.3,6.055,6.43,0.225,,0.421,0.094,0.156,0.031,0.0,2.0,1.242,0.498,0.149,0.048,0.149,2.03,0.9714,1.594,24,3,0,0.093,0,2,46,False,0.0,0.4671,0.4737,37.7,139.6,221.0,183.3,0.0,4,12,2,1,thin_prior_sample_no_fade;clearing_observed(historical),12,4,10
Pisilli,C,C,ROM,7,1.9,6.0,0.5,0.0,0.0,0.0,19,3.0,5.038,5.28,4.023,4.2,2.845,3.045,0.605,0.087,0.109,0.217,0.0,2.0,2.538,1.58,0.195,0.116,0.195,1.682,1.0268,2.203,0,0,0,0.0,0,2,34,False,0.0,0.4671,0.4671,46.6,131.4,199.3,152.7,0.0,7,19,6,3,thin_prior_sample_no_fade;clearing_observed(historical),19,7,13
Omar Fayed,D,Dc,FRO,1,0.1,6.0,0.5,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,0.9827,1.718,118,4,0,0.459,0,1,0,False,0.0,0.4669,0.5014,66.0,141.6,212.3,146.3,0.0,1,1,1,1,floor_qi,1,1,0
Diego Carlos,D,Dc,PAR,8,2.6,6.0,0.5,0.0,0.0,0.0,26,1.0,6.14,6.1,6.14,6.1,0.0,,0.658,0.04,0.0,0.32,0.0,1.0,1.673,0.048,0.077,0.002,0.077,0.37,0.9545,1.408,134,9,0,0.521,0,0,0,False,0.0,0.4667,0.5063,54.2,137.2,198.0,143.8,0.0,7,23,23,7,fade(0.89),23,7,0
Fatah,A,W;A,LEC,4,1.4,6.0,0.5,0.0,0.0,0.0,14,,,,,,,,,,,,,,,,,,,,0.9201,1.029,122,6,0,0.474,0,1,18,False,0.0,0.466,0.5017,63.8,138.5,214.0,150.2,6.1,4,14,14,4,no_prior_data,14,4,0
Sucic P.,C,C,INT,9,2.1,6.0,0.5,0.0,0.0,0.0,21,1.0,6.07,6.27,6.07,6.27,0.0,,0.737,0.071,0.071,0.179,0.0,1.0,2.182,4.041,0.111,0.206,0.111,1.123,1.1,3.009,82,2,1,0.619,1,1,101,True,0.5,0.4649,0.5125,72.8,164.8,226.6,153.8,0.0,9,21,50,25,fade(0.99);clearing_observed(asta_xlsx),21,9,-29
Ostigard,D,Dc,GEN,11,4.1,6.0,0.5,0.0,0.0,0.0,41,4.0,6.032,6.247,5.915,5.967,0.184,0.14,0.467,0.092,0.0,0.169,0.0,3.0,1.814,0.327,0.078,0.019,0.078,0.619,0.9593,1.46,69,10,0,0.268,2,0,156,True,1.0,0.4648,0.4843,94.8,176.7,222.8,128.0,14.8,8,32,2,1,fade(0.77);clearing_observed(asta_xlsx),32,8,30
Borrelli,A,Pc,CAG,4,0.9,6.0,0.5,0.0,0.0,0.0,9,2.0,5.947,6.307,5.96,6.23,0.04,,0.355,0.192,0.038,0.154,0.0,1.0,4.58,0.871,0.326,0.062,0.326,2.138,0.9604,1.472,76,4,0,0.296,0,2,36,False,0.0,0.4646,0.4862,39.2,116.0,219.2,180.0,0.0,4,8,2,1,fade(0.94);clearing_observed(historical),8,4,6
Zè Pedro,D,Dd;Dc,CAG,5,1.3,6.0,0.5,0.0,0.0,0.0,13,1.0,5.77,5.68,5.77,5.68,0.0,,0.579,0.0,0.045,0.273,0.0,1.0,0.745,0.458,0.039,0.024,0.039,0.366,0.9604,1.472,53,2,0,0.206,2,0,156,True,1.0,0.464,0.4788,71.2,157.2,204.3,133.1,0.0,5,13,5,2,thin_prior_sample_no_fade;clearing_observed(historical),13,5,8
Provstgaard,D,Dc,LAZ,4,1.3,6.0,0.5,0.0,0.0,0.0,13,2.0,6.107,6.067,6.205,6.175,0.295,,0.316,0.0,0.0,0.13,0.0,1.0,0.666,0.663,0.04,0.039,0.04,0.356,0.9953,1.856,0,0,0,0.0,2,0,180,True,1.0,0.4636,0.4636,74.4,184.8,217.7,143.3,22.9,4,13,3,1,thin_prior_sample_no_fade;clearing_observed(historical),13,4,10
Zerbin,C,W,FRO,6,1.2,6.0,0.5,0.0,0.0,0.0,12,4.0,5.843,5.895,5.822,5.825,0.103,0.025,0.441,0.016,0.063,0.095,0.0,4.0,1.763,1.606,0.11,0.139,0.11,1.122,0.9827,1.718,30,2,0,0.117,0,2,76,False,0.0,0.4634,0.4717,37.1,112.0,209.0,171.9,0.0,7,14,17,8,fade(1.13);clearing_observed(asta_xlsx),14,7,-3
Lucumì,D,Dc,JUV,7,1.7,6.0,0.5,0.0,0.0,0.0,17,1.0,5.88,5.89,5.88,5.89,0.0,,0.737,0.036,0.0,0.179,0.0,4.0,1.078,0.541,0.032,0.019,0.032,0.377,1.0076,1.992,126,7,0,0.49,1,1,75,True,0.5,0.4633,0.5001,64.9,161.5,213.0,148.1,0.0,7,16,1,1,fade(0.95);clearing_observed(asta_xlsx),16,7,15
Idzes,D,Dc,SAS,7,1.9,6.0,0.5,0.0,0.0,0.0,19,2.0,5.947,5.923,5.95,5.935,0.01,,0.921,0.014,0.0,0.114,0.0,2.0,0.835,1.145,0.033,0.033,0.033,0.305,0.9714,1.594,113,4,1,0.739,1,1,90,True,0.5,0.4632,0.5209,69.1,163.5,212.5,143.4,1.6,7,18,4,2,fade(0.95);clearing_observed(asta_xlsx),18,7,14
Gueye,A,Pc,UDI,4,0.7,6.0,0.5,0.0,0.0,0.0,7,1.0,5.77,5.92,5.77,5.92,0.0,,0.342,0.077,0.0,0.154,0.0,1.0,2.264,0.157,0.554,0.038,0.554,4.891,0.965,1.523,0,0,0,0.0,1,1,94,True,0.5,0.463,0.463,76.9,146.9,218.4,141.5,14.5,4,7,7,4,thin_prior_sample_no_fade,7,4,0
Haps,D,Ds;E,VEN,5,1.0,6.0,0.5,0.0,0.0,0.0,10,3.0,5.88,5.97,5.877,5.953,0.039,0.01,0.535,0.033,0.049,0.148,0.0,2.0,1.025,0.948,0.067,0.08,0.067,0.801,0.9494,1.351,57,7,0,0.222,1,1,92,True,0.5,0.4629,0.4788,75.9,166.4,215.9,140.0,4.5,5,10,3,1,no_prior_data;clearing_observed(historical),10,5,7
Diouf,C,E;C,INT,9,4.3,6.0,0.5,0.0,0.0,0.0,43,1.0,6.15,6.45,6.15,6.45,0.0,,0.263,,,,,1.0,0.945,1.752,0.184,0.341,0.184,1.948,1.1,3.009,7,2,0,0.027,1,1,75,True,0.5,0.4627,0.4646,82.0,174.8,230.6,148.6,8.3,9,43,47,24,thin_prior_sample_no_fade;clearing_observed(historical),43,9,-4
Patric,D,Dd;Dc,LAZ,1,0.1,6.0,0.5,0.0,0.0,0.0,1,11.0,5.812,5.883,5.825,5.804,0.149,0.0135,0.4,0.023,0.023,0.183,0.0,4.0,0.641,0.138,0.054,0.012,0.054,0.315,0.9953,1.856,0,0,0,0.0,0,0,0,False,0.0,0.4621,0.4621,46.3,118.3,195.4,149.1,0.0,1,1,2,1,floor_qi;clearing_observed(historical),1,1,-1
Cancellieri,C,W;A,LAZ,9,2.5,6.0,0.5,0.0,0.0,0.0,25,5.0,5.885,6.21,5.924,6.214,0.12,-0.041,0.516,0.126,0.034,0.172,0.0,4.0,4.404,1.602,0.24,0.112,0.24,1.898,0.9953,1.856,126,7,0,0.49,2,0,108,True,1.0,0.4619,0.4985,82.0,170.5,226.4,144.4,4.0,9,25,15,8,fade(0.98);clearing_observed(asta_xlsx),25,9,10
Paleari,P,Por,TOR,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,6.24,4.288,6.253,4.397,0.177,-0.04,0.289,0.0,0.0,0.034,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9571,1.436,0,0,0,0.0,0,2,0,False,0.0,0.4611,0.4611,25.7,100.8,207.9,182.2,0.0,1,1,5,2,floor_qi;clearing_observed(historical),1,1,-4
Marcandalli,D,Dc,GEN,6,1.4,6.0,0.5,0.0,0.0,0.0,14,2.0,5.873,5.81,5.875,5.795,0.005,,0.513,0.0,0.032,0.129,0.0,2.0,0.369,0.327,0.025,0.02,0.025,0.21,0.9593,1.46,40,4,0,0.156,2,0,180,True,1.0,0.461,0.472,67.9,171.4,214.8,146.9,9.5,6,14,7,3,fade(0.97);clearing_observed(historical),14,6,7
Thorstvedt,C,C;T,SAS,10,3.9,6.0,0.5,0.0,0.0,0.0,39,3.0,6.055,6.407,6.03,6.36,0.088,0.075,0.789,0.133,0.056,0.233,0.0,3.0,5.184,2.024,0.199,0.091,0.199,1.575,0.9714,1.594,274,7,1,1.0,0,2,56,False,0.0,0.4603,0.5415,55.6,147.2,222.5,166.9,0.0,9,36,9,4,fade(0.93);clearing_observed(asta_xlsx),36,9,27
Valle,D,Ds;E,COM,6,2.1,6.0,0.5,0.0,0.0,0.0,21,2.0,5.977,6.063,5.935,5.98,0.125,,0.513,0.026,0.077,0.128,0.0,2.0,0.7,0.998,0.036,0.059,0.036,0.586,1.0068,1.982,71,5,0,0.276,2,0,180,True,1.0,0.4602,0.4801,86.4,175.7,214.0,127.6,13.8,5,18,14,7,fade(0.85);clearing_observed(asta_xlsx),18,5,4
